ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Altitude,Region,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
1135,Arabica,christina dusing,Mexico,rancho san francisco iii,,1100,veracruz,Washed / Wet,7.5,7.17,7,7.17,7.25,07.08,10,10,10,6.75,79.92
1136,Arabica,montegrande,Mexico,finca monte grande,,1100,jaltenango,Washed / Wet,7.17,07.08,07.08,07.08,7.5,7.33,9.33,10,10,7.33,79.92
1137,Arabica,pablo enrique martinez gama,Mexico,finca la orduña,,1250,coatepec,Natural / Dry,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92
1138,Arabica,jesus carlos cadena valdivia,Mexico,finca huehuetecpan,cafetalera la asunción s.a. de c.v.,1250,veracruz,Washed / Wet,7.17,7.33,07.08,7.58,7.33,07.08,10,9.33,10,7,79.92
1139,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,kona,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,79.92
1140,Arabica,kennedy macharia,Kenya,yara estate / benvar estate,taylor winch (coffee) ltd,1500,kiambu,Washed / Wet,7,07.08,7,7.17,7.25,7.25,10,10,10,07.08,79.83
1141,Arabica,juan luis alvarado romero,Guatemala,piamonte,"unex guatemala, s.a.",1700,san marcos,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,07.08,79.83
1142,Arabica,asociación aldea global jinotega,Nicaragua,asociación aldea global jinotega,asociación aldea global jinotega,1250,jinotega,Washed / Wet,6.83,7.17,7.17,6.92,7.5,07.08,10,10,10,7.17,79.83
1143,Arabica,sergio de la vequia bernardi,Mexico,la cuchilla,,1300,veracruz,Washed / Wet,7.17,07.08,7,7.25,7.5,7,10,10,10,6.83,79.83
1144,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.58,07.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,79.83
1145,Arabica,juan luis alvarado romero,Guatemala,la esperanza,"unex guatemala, s.a.",1901.64,oriente,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75
1146,Arabica,"lin, che-hao krude 林哲豪",Taiwan,ka-vulungan coffee estate,"red on tree co., ltd.",800-1200,"taiwu township , pingtung county 屏東縣泰武鄉",Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75
1147,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baijiada coffee farm佰加達咖啡莊園,"red on tree co., ltd.",500-700m,"baihe dist., tainan city 臺南市白河區",Washed / Wet,07.08,07.08,7.25,7,7.17,7.17,10,10,10,7,79.75
1148,Arabica,doi tung development project,Thailand,,doi tung development project,800++,thailand,Washed / Wet,7.25,07.08,6.92,7.5,07.08,6.92,10,10,10,7,79.75
1149,Arabica,dane loraas,Peru,,sustainable harvest,,huanuco,Washed / Wet,7,07.08,7,7.25,7.5,7.42,9.33,10,10,7.17,79.75
1150,Arabica,the coffee source inc.,Costa Rica,several,the coffee source inc.,1100,brunca,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75
1151,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",Washed / Wet,7.58,07.08,7,7,7.5,6.92,10,10,10,6.67,79.75
1152,Arabica,leonides de la cruz lopez,Mexico,comonyaj noptic s de ss,comon yaj noptic s. de ss,1022,chiapas,Washed / Wet,7.58,07.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75
1153,Arabica,calixto guillen vazquez,Mexico,various,"finca triunfo verde, s.c.",1300,chiapas,Washed / Wet,7.25,07.08,7,7.17,7.17,07.08,10,10,10,7,79.75
1154,Arabica,israel eduardo paz garcia,Mexico,peña negra,cafeorganico.mx,1450,zaragoza itundujia,Washed / Wet,7.25,7.17,7.17,07.08,7.17,7,10,10,10,6.92,79.75
1155,Arabica,alfredo bojalil,Mexico,el vergel,ecomtrading,1050,pochutla,Washed / Wet,7.33,7.25,7,07.08,07.08,7,10,10,10,7,79.75
1156,Arabica,lusso lab,Guatemala,genuine antigua medina,lusso coffee lab,,antigua,Washed / Wet,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,79.75
1157,Arabica,montegrande,Mexico,finca monte grande,cafe montegrande,1100,tuxtla gutierrez,Washed / Wet,7.25,6.83,6.92,07.08,7.25,07.08,10,10,10,7.33,79.75
1158,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,"unex guatemala, s.a.",4000,oriente,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67
1159,Arabica,consejo salvadoreño del café,El Salvador,la montaña,consejo salvadoreño del café,1250,cacahuatique,Washed / Wet,7.25,07.08,7,6.83,7.33,7.17,10,10,10,7,79.67
1160,Arabica,doi tung development project,Thailand,,doi tung development project,800++,thailand,Washed / Wet,6.92,7.17,6.83,7.42,7.17,07.08,10,10,10,07.08,79.67
1161,Arabica,juan luis alvarado romero,Guatemala,la castellana,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.5,7,6.83,07.08,07.08,7.17,10,10,10,7,79.67
1162,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67
1163,Arabica,saul m. hernandez ramirez,Mexico,el encinal,,975,"tenango de doria, hidalgo",Washed / Wet,7.33,7.17,7,6.75,07.08,7,10,10,10,7.33,79.67
1164,Arabica,alfredo bojalil,Mexico,consolapa,ecomtrading,1264,"coatepec, coatepec",Washed / Wet,6.92,7.17,7.17,7.17,07.08,07.08,10,10,10,07.08,79.67
1165,Arabica,doi tung development project,Thailand,doi tung development project,,,,,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,79.67
1166,Arabica,obed rendon ponce,Mexico,tepetzingo,cafetera el grande s.a. de c.v.,1250,tepetzingo,Washed / Wet,07.08,7,6.92,7.33,7.25,07.08,10,10,10,6.92,79.58
1167,Arabica,armando luis pohlenz martinez,Mexico,,beneficio custepec s.a. de c.v.,1550,la concordia,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58
1168,Arabica,exportadora de cafe condor s.a,Colombia,,,1800 msnm,huila,,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,79.58
1169,Arabica,carl walker,Guatemala,la igualdad,,3500 - 5200 feet,"chuva, san marcos",,07.08,7,6.83,7.33,7.25,7,10,10,10,07.08,79.58
1170,Arabica,cooperativa el gorrion r.l,Nicaragua,las nubes,cooperativa el gorrion r.l,1050,jinotega,Natural / Dry,6.92,6.92,7,7.42,7.25,7,10,10,10,7,79.5
1171,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,su-zhen huang 黃素真,blossom valley宸嶧國際,700m公尺,nantou,Natural / Dry,6.92,7,7.17,7,7.42,7,10,10,10,7,79.5
1172,Arabica,exportadora de cafe condor s.a,Colombia,,exportadora de cafe condor s.a,1550 msnm,cundinamarca,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,79.5
1173,Arabica,armando luis pohlenz martinez,Mexico,,beneficio custepec s.a. de c.v.,1550,la concordia,Washed / Wet,7.25,07.08,6.92,7.25,7.58,07.08,9.33,10,10,7,79.5
1174,Arabica,mario jose fernandez,Mexico,casa blanca,,1100,"coatepec, coatepec",Washed / Wet,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79.5
1175,Arabica,juan luis alvarado romero,Guatemala,el papaturro,"unex guatemala, s.a.",4000 p.s.n.m.,oriente,Washed / Wet,07.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42
1176,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,4000 p.s.n.m.,oriente,Washed / Wet,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42
1177,Arabica,adriana torres rico quevedo,Mexico,cre-leg l-4,cafessisimo compañia s.a. de c.v.,800,xicotepec de juarez,Washed / Wet,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42
1178,Arabica,rre kunene,Cote d?Ivoire,cnra station of divo,royal 1750 coffee,200,cnra station of divo,Washed / Wet,7.42,7.25,6.83,7,7.33,07.08,9.33,10,10,07.08,79.33
1179,Arabica,the coffee source inc.,Colombia,several,the coffee source inc.,1200,pereira,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33
1180,Arabica,eric jesus cordoba arroyo,Mexico,el encanto,,950,zentla,Washed / Wet,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33
1181,Arabica,eric jesus cordoba arroyo,Mexico,la gloria,,750,zentla,Washed / Wet,7.42,7.17,07.08,7.17,07.08,07.08,9.33,10,10,7,79.33
1182,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,"unex guatemala, s.a.",,oriente,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79.33
1183,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishencun coffee farm百勝村咖啡莊園,"red on tree co., ltd.",850,natou county,Washed / Wet,07.08,6.83,6.83,7.25,7.42,07.08,10,10,10,6.75,79.25
1184,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,cafes de naranjal s.a. de c.v,1000,veracruz,Washed / Wet,7,7,6.92,7.17,7.17,07.08,10,10,10,6.92,79.25
1185,Arabica,juan luis alvarado romero,Guatemala,las delicias,"unex guatemala, s.a.",4000,santa rosa,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17
1186,Arabica,janny marlith torres,Honduras,la bendicion,coffee planet corporation s.a,1650,ocotepeque,Washed / Wet,7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17
1187,Arabica,juan luis alvarado romero,Guatemala,chapultepec,"unex guatemala, s.a.",1320,occidente,Washed / Wet,07.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17
1188,Arabica,juan luis alvarado romero,Guatemala,el chile,mercon guatemala s.a.,1300 a 1800 metros sobre el nivel del mar,nuevo oriente,Washed / Wet,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17
1189,Arabica,brent hall,Costa Rica,,s&d coffee and tea,,san rafael,Washed / Wet,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,79.17
1190,Arabica,israel eduardo paz garcia,Mexico,la tejeria,cafeorganico.mx,1550,zaragoza itundujia,Washed / Wet,7.25,07.08,6.92,07.08,7.17,7.17,9.33,10,10,7.17,79.17
1191,Arabica,julio cesar robles flores,Mexico,el delirio,,1450,yajalon,Washed / Wet,7.17,6.92,6.92,07.08,7.17,7,10,10,10,6.92,79.17
1192,Arabica,masamichi hiroike,Mexico,various,,1200 m,"pluma hidalogo, oaxaca",,6.75,6.75,6.83,7.25,7.58,07.08,10,10,10,6.92,79.17
1193,Arabica,juan luis alvarado romero,Guatemala,las merceditas,"unex guatemala, s.a.",1700,san marcos,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08
1194,Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,"hacienda alto grande, llc.",2800 ft,yauco region,Washed / Wet,7.42,07.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79.08
1195,Arabica,israel eduardo paz garcia,Mexico,huanacaxtle,cafeorganico.mx,1500,zaragoza itundujia,Washed / Wet,7.33,7,6.92,7.25,7.33,07.08,9.33,10,10,6.83,79.08
1196,Arabica,juana rodriguez gutierrez,Mexico,las palmas,productores e industrializadores de café orgánico la fe s.c. de r.l.,1100,tlacuilotepec,Washed / Wet,7.25,07.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08
1197,Arabica,balbino ramirez flores,Mexico,el desmoronado,,1200,talpa de allende,Washed / Wet,7.17,7.25,7.25,7.17,7.25,07.08,9.33,9.33,10,7.25,79.08
1198,Arabica,racafe & cia s.c.a,,,,,,,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,7.25,79.08
1199,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,4000,oriente,Washed / Wet,7.33,7.17,6.58,7.42,07.08,6.83,10,10,10,6.58,79
1200,Arabica,cafes finos de exportacion s de r.l.,Honduras,various,cafes finos de exportacion s de r.l.,1350,intibuca,Washed / Wet,7,7,7,7,7,7,10,10,10,7,79
1201,Arabica,sustainable harvest coffee,Peru,,sustainable harvest,1400,san ignacio,Washed / Wet,7.67,7.17,07.08,7.25,8,7.5,8.67,9.33,9.33,7,79
1202,Arabica,gonzalo de aquino flores,Mexico,,café monteabuelo s.a. de c.v.,1300,"iliatenco, guerrero",Natural / Dry,6.75,07.08,6.67,7.25,7.17,07.08,10,10,10,7,79
1203,Arabica,israel eduardo paz garcia,Mexico,el sauce,cafeorganico.mx,1550,zaragoza itundujia,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79
1204,Arabica,juan avenamar rodriguez funez,Mexico,pico del oro,café pico de loro,12oo,amatenango de la frontera,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79
1205,Arabica,alfredo bojalil,Mexico,santa teresa,ecomtrading,1300,"la concordia, chiapas",Washed / Wet,7.33,7,6.75,07.08,7.17,7.25,9.33,10,10,7,78.92
1206,Arabica,israel eduardo paz garcia,Mexico,la pandora,cafeorganico.mx,1400,zaragoza itundujia,Washed / Wet,7.5,7,6.92,07.08,6.92,6.75,10,10,10,6.75,78.92
1207,Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,exportadora atlantic s.a,1100,jalapa,Other,7.17,7,6.92,7,7,7,10,10,10,6.75,78.83
1208,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75
1209,Arabica,juan luis alvarado romero,Guatemala,la castellana,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.33,07.08,6.33,7.25,7,7,10,10,10,6.75,78.75
1210,Arabica,octavio augusto diaz trejo,Mexico,"la patrona, el trebol, la cadena",empagri s.p.r. de r.l. de c.v.,1320,veracruz,Washed / Wet,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75
1211,Arabica,damaso martinez perez,Mexico,el tesoro,,1250,veracruz,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,07.08,7,8.67,10,10,7,78.75
1212,Arabica,"productores de especialidad emiliano zapeata, spr.",Mexico,los encinos,,1350,"ohuapan, tlaltetela",Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78.75
1213,Arabica,adam ciruli ye,China,alicia's farm,yunnan louis herbs r& d center,1850,yunnan,Washed / Wet,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,07.08,78.67
1214,Arabica,juan garcia hernandez,Mexico,los pinos,,1150,yecuatla,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67
1215,Arabica,"exportadora atlantic, s.a.",Nicaragua,los saltarines,exportadora atlantic s.a,,nueva segovia,,07.08,7,6.75,6.83,07.08,6.92,10,10,10,6.92,78.58
1216,Arabica,"exportadora atlantic, s.a.",Nicaragua,,exportadora atlantic s.a,,,Natural / Dry,6.83,07.08,6.92,6.75,7.25,07.08,10,10,10,6.67,78.58
1217,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,4000 psnm,oriente,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58
1218,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,"red on tree co., ltd.",800m,"dongshan dist., tainan city 臺南市東山區",Washed / Wet,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78.58
1219,Arabica,alfredo bojalil,Mexico,grapos el porvenir,ecomtrading,1400,tapachula,Washed / Wet,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58
1220,Arabica,organizaciones de productores de cafe colimense,Mexico,cofradia,organizaciones de productores de cafe colimense sa de cv,1300,cofradia de suchitlan,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58
1221,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona farms,,,kona,,7.92,6.83,07.08,7.42,6.75,7.33,8.67,9.33,10,7.25,78.58
1222,Arabica,kurt kappeli,Mexico,various,unión de ejidos san fernando,1600 meters,"sierra, chiapas",Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5
1223,Arabica,rosario miguel hernandez,Mexico,finca sego,villa talea café,1400,villa talea de castro,Washed / Wet,07.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5
1224,Arabica,francisco ruiz nunez,Mexico,cerca de los angeles,,1200,los angeles,Washed / Wet,7.25,7.17,7,6.83,7.58,07.08,8.67,10,10,6.92,78.5
1225,Arabica,bourbon specialty coffees,Brazil,santa maria,bourbon specialty coffees,,monte carmelo,Natural / Dry,6.83,7,6.92,07.08,6.92,6.83,10,10,10,6.83,78.42
1226,Arabica,israel eduardo paz garcia,Mexico,el naranjo,cafeorganico.mx,1500,zaragoza itundujia,Washed / Wet,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78.42
1227,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,78.33
1228,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,4000 p.s.n.m,oriente,Washed / Wet,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33
1229,Arabica,juan luis alvarado romero,Guatemala,el sacramento,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33
1230,Arabica,pablo cervantes morelos        ,Mexico,llano hermoso,asociación agricola local de productores de café de huautla de jimenez        ,1300,"xochitonalco, huautla        ",Natural / Dry,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33
1231,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,"unex guatemala, s.a.",,oriente,Washed / Wet,7.17,06.08,6.17,7.25,7.33,7.33,10,10,10,7,78.33
1232,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25
1233,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,78.25
1234,Arabica,sanjava coffee,Indonesia,various,pt. shriya artha nusantara,1300,ijen,Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17
1235,Arabica,gustavo amieva gonzalez,Mexico,,,1050,cordoba,Washed / Wet,07.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08
1236,Arabica,"lin, che-hao krude 林哲豪",Taiwan,大鋤花間 (hoe vs. flower coffee farm),taiwan coffee laboratory,650,"台南市東山區( dongshan dist., tainan city)",Washed / Wet,7.5,07.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78
1237,Arabica,cafes finos de exportacion s de r.l.,Honduras,various,cafes finos de exportacion s de r.l.,1350,intibuca,Natural / Dry,6.83,7,6.67,7,7,6.83,10,10,10,6.67,78
1238,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,78
1239,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,4000 p.s.n.m,oriente,Washed / Wet,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78
1240,Arabica,samuel eli gurel,China,hani,greenhouse coffee china,1200 meters,yunnan,Washed / Wet,7.33,7.17,6.92,07.08,7.33,7,9.33,9.33,9.33,7.17,78
1241,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78
1242,Arabica,alejandro garcia palacios,Mexico,finca la fortuna,industrializadora de kaffee andes s.a. de c.v.,850,"motozintla, chiapas",Washed / Wet,7.25,7.33,7,7,7.25,07.08,10,10,8,07.08,78
1243,Arabica,mao-heng chu,Colombia,,,,,,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,07.08,78
1244,Arabica,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Washed / Wet,7.5,7.25,7.42,7,07.08,6.83,8.67,9.33,10,6.83,77.92
1245,Arabica,gustavo abarca solis,Mexico,el regadito,,1248,petatlan,Washed / Wet,7.42,7.25,7,7,7.25,07.08,8,10,10,6.92,77.92
1246,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,"unex guatemala, s.a.",,oriente,Washed / Wet,7.17,6.17,6.17,07.08,7.33,6.83,10,10,10,7.17,77.92
1247,Arabica,"bencafe, s. a.",Nicaragua,el brigadum - la coronela,"beneficiadora norteña de cafe, s. a. (bencafe)",1000,jinotega,,7.42,7,7,7.17,07.08,7,9.33,8.67,10,7.17,77.83
1248,Arabica,cafe politico,Brazil,,green mountain coffee,,,Washed / Wet,7,6.75,6.67,6.83,07.08,6.83,10,10,10,6.67,77.83
1249,Arabica,juan luis alvarado romero,Guatemala,el sacramento,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83
1250,Arabica,"lin, che-hao krude 林哲豪",Taiwan,"dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡","red on tree co., ltd.",750-800 m,"dongshan dist., tainan city 臺南市東山區",Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67
1251,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77.58
1252,Arabica,stephany escamilla femat,Mexico,rancho los laureles,,1300,coatepec,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5
1253,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,"unex guatemala, s.a.",4300,oriente,Washed / Wet,07.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42
1254,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,890,south of minas,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33
1255,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,4000 p.s.n.m.,oriente,Washed / Wet,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33
1256,Arabica,israel eduardo paz garcia,Mexico,el naranjo,cafeorganico.mx,1500,zaragoza itundujia,Washed / Wet,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33
1257,Arabica,myriam kaplan-pasternak,Haiti,mixed,haiti coffee,400-1250m,"dondon, haiti",Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25
1258,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,07.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77.25
1259,Arabica,alejandro garcia palacios,Mexico,finca los andes,industrializadora de kaffee andes s.a. de c.v.,1200,"motozintla, chiapas",Washed / Wet,07.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17
1260,Arabica,andrew bowman,Peru,"producer group (approx. 1,000 farmers)","tony's coffee and teas, inc.",900-1500 masl,san ignacio,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77
1261,Arabica,joshua marsceau,India,,olam japan,,chickmangalore,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76.83
1262,Arabica,masamichi hiroike,Mexico,various,,1200 m,"pluma hidalogo, oaxaca",,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,76.75
1263,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,asociación nacional del café - anacafe -,,oriente,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76.5
1264,Arabica,homero antonio de anda andrade,Mexico,,exportadora moretto s.a. de c.v.,1100,coatepec,Washed / Wet,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42
1265,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33
1266,Arabica,juan luis alvarado romero,Guatemala,conquista / morito,eduardo ambrocio,,oriente,Washed / Wet,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,76.33
1267,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.25,07.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,07.08,76.25
1268,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,76.17
